,Unnamed: 0,BaseDateTime_x,fenzhong,MMSI,BaseDateTime_y,LAT,LON,SOG,COG,Heading
160,160,2021-12-31 02:40:00.000000,2021-12-31 02:40,372821000,2021-12-31 02:40:10.999999,23.70158,-82.7933,12.3,270.9,267.0
161,161,2021-12-31 02:41:00.000001,2021-12-31 02:41,372821000,2021-12-31 02:41:29.000000,23.70162,-82.79822,12.3,270.6,267.0
162,162,2021-12-31 02:42:00.000000,2021-12-31 02:42,372821000,2021-12-31 02:42:40.999999,23.70163,-82.80261999999999,12.3,270.5,267.0
163,163,2021-12-31 02:43:00.000000,2021-12-31 02:43,372821000,2021-12-31 02:43:51.000000,23.70166,-82.80696999999999,12.3,270.3,268.0
164,164,2021-12-31 02:44:00.000000,2021-12-31 02:44,372821000,,23.70166556551003,-82.80921182375059,12.24150704572332,270.3990269360156,268.5578254033545
165,165,2021-12-31 02:45:00.000001,2021-12-31 02:45,372821000,2021-12-31 02:45:01.000000,23.70167,-82.81129,12.2,270.3,268.0
166,166,2021-12-31 02:46:00.000000,2021-12-31 02:46,372821000,2021-12-31 02:46:10.000000,23.70169,-82.81553000000001,12.2,269.8,267.0
167,167,2021-12-31 02:47:00.000000,2021-12-31 02:47,372821000,2021-12-31 02:47:30.000001,23.70166,-82.82052,12.1,270.1,268.0
168,168,2021-12-31 02:48:00.000000,2021-12-31 02:48,372821000,2021-12-31 02:48:41.000000,23.70165,-82.82485,12.2,269.8,268.0
169,169,2021-12-31 02:49:00.000000,2021-12-31 02:49,372821000,2021-12-31 02:49:49.000000,23.70165,-82.82908,12.2,269.6,268.0
170,170,2021-12-31 02:49:59.999999,2021-12-31 02:50,372821000,,23.70164126076337,-82.83097177571649,12.21618981918255,269.6542313530046,268.0215873440922
171,171,2021-12-31 02:51:00.000000,2021-12-31 02:51,372821000,2021-12-31 02:51:01.000000,23.70161,-82.83344,12.2,269.7,268.0
172,172,2021-12-31 02:52:00.000000,2021-12-31 02:52,372821000,2021-12-31 02:52:29.000000,23.70156,-82.83889,12.1,269.5,268.0
173,173,2021-12-31 02:53:00.000000,2021-12-31 02:53,372821000,2021-12-31 02:53:41.000000,23.70153,-82.84329,12.1,269.1,268.0
174,174,2021-12-31 02:53:59.999999,2021-12-31 02:54,372821000,2021-12-31 02:54:49.000001,23.70147,-82.84747,12.1,269.0,268.0
175,175,2021-12-31 02:55:00.000000,2021-12-31 02:55,372821000,,23.70142905873375,-82.8502600072851,12.09654285606793,269.4027717216125,268.0000793506293
176,176,2021-12-31 02:56:00.000000,2021-12-31 02:56,372821000,2021-12-31 02:56:20.999999,23.70139,-82.85301,12.1,269.5,268.0
177,177,2021-12-31 02:57:00.000000,2021-12-31 02:57,372821000,2021-12-31 02:57:30.000000,23.70132,-82.8573,12.1,268.8,268.0
178,178,2021-12-31 02:58:00.000000,2021-12-31 02:58,372821000,2021-12-31 02:58:49.000000,23.70123,-82.86214,12.1,268.6,268.0
179,179,2021-12-31 02:59:00.000000,2021-12-31 02:59,372821000,2021-12-31 02:59:51.000000,23.70116,-82.86589000000001,12.2,268.8,268.0
180,180,2021-12-31 03:00:00.000000,2021-12-31 03:00,372821000,2021-12-31 03:00:00.000000,23.70115,-82.86644,12.2,268.7,268.0
